system;group;name;name;type;description;nullable;precision
system11;group11;name11;name31;type31;description31;1;precision31
system11;group11;name11;name32;type32;description32;0;precision32
system11;group11;name11;name33;type33;description33;1;precision33
system11;group11;name11;name34;type34;description34;0;precision34
system11;group11;name11;name35;type35;description35;1;precision35
system11;group11;name11;name36;type36;description36;0;precision36
system11;group11;name11;name37;type37;description37;1;precision37
system11;group11;name11;name38;type38;description38;0;precision38
system11;group11;name11;name39;type39;description39;1;precision39
system11;group11;name11;name40;type40;description40;0;precision40
system11;group11;name11;name41;type41;description41;1;precision41
system11;group11;name11;name42;type42;description42;0;precision42
system11;group11;name11;name43;type43;description43;1;precision43
system11;group11;name11;name44;type44;description44;0;precision44
system11;group11;name11;name45;type45;description45;1;precision45
system11;group11;name11;name46;type46;description46;0;precision46
system11;group11;name11;name47;type47;description47;1;precision47
system11;group11;name11;name48;type48;description48;0;precision48
system11;group11;name11;name49;type49;description49;1;precision49
system12;group12;name12;name0;type0;description0;0;precision0
system12;group12;name12;name1;type1;description1;1;precision1
system12;group12;name12;name2;type2;description2;0;precision2
system12;group12;name12;name3;type3;description3;1;precision3
system12;group12;name12;name4;type4;description4;0;precision4
system12;group12;name12;name5;type5;description5;1;precision5
system12;group12;name12;name6;type6;description6;0;precision6
system12;group12;name12;name7;type7;description7;1;precision7
system12;group12;name12;name8;type8;description8;0;precision8
system12;group12;name12;name9;type9;description9;1;precision9
system12;group12;name12;name10;type10;description10;0;precision10
system12;group12;name12;name11;type11;description11;1;precision11
system12;group12;name12;name12;type12;description12;0;precision12
system12;group12;name12;name13;type13;description13;1;precision13
system12;group12;name12;name14;type14;description14;0;precision14
system12;group12;name12;name15;type15;description15;1;precision15
system12;group12;name12;name16;type16;description16;0;precision16
system12;group12;name12;name17;type17;description17;1;precision17
system12;group12;name12;name18;type18;description18;0;precision18
system12;group12;name12;name19;type19;description19;1;precision19
system12;group12;name12;name20;type20;description20;0;precision20
system12;group12;name12;name21;type21;description21;1;precision21
system12;group12;name12;name22;type22;description22;0;precision22
system12;group12;name12;name23;type23;description23;1;precision23
system12;group12;name12;name24;type24;description24;0;precision24
system12;group12;name12;name25;type25;description25;1;precision25
system12;group12;name12;name26;type26;description26;0;precision26
system12;group12;name12;name27;type27;description27;1;precision27
system12;group12;name12;name28;type28;description28;0;precision28
system12;group12;name12;name29;type29;description29;1;precision29
system12;group12;name12;name30;type30;description30;0;precision30
system12;group12;name12;name31;type31;description31;1;precision31
system12;group12;name12;name32;type32;description32;0;precision32
system12;group12;name12;name33;type33;description33;1;precision33
system12;group12;name12;name34;type34;description34;0;precision34
system12;group12;name12;name35;type35;description35;1;precision35
system12;group12;name12;name36;type36;description36;0;precision36
system12;group12;name12;name37;type37;description37;1;precision37
system12;group12;name12;name38;type38;description38;0;precision38
system12;group12;name12;name39;type39;description39;1;precision39
system12;group12;name12;name40;type40;description40;0;precision40
system12;group12;name12;name41;type41;description41;1;precision41
system12;group12;name12;name42;type42;description42;0;precision42
system12;group12;name12;name43;type43;description43;1;precision43
system12;group12;name12;name44;type44;description44;0;precision44
system12;group12;name12;name45;type45;description45;1;precision45
system12;group12;name12;name46;type46;description46;0;precision46
system12;group12;name12;name47;type47;description47;1;precision47
system12;group12;name12;name48;type48;description48;0;precision48
system12;group12;name12;name49;type49;description49;1;precision49
system13;group13;name13;name0;type0;description0;0;precision0
system13;group13;name13;name1;type1;description1;1;precision1
system13;group13;name13;name2;type2;description2;0;precision2
system13;group13;name13;name3;type3;description3;1;precision3
system13;group13;name13;name4;type4;description4;0;precision4
system13;group13;name13;name5;type5;description5;1;precision5
system13;group13;name13;name6;type6;description6;0;precision6
system13;group13;name13;name7;type7;description7;1;precision7
system13;group13;name13;name8;type8;description8;0;precision8
system13;group13;name13;name9;type9;description9;1;precision9
system13;group13;name13;name10;type10;description10;0;precision10
system13;group13;name13;name11;type11;description11;1;precision11
system13;group13;name13;name12;type12;description12;0;precision12
system13;group13;name13;name13;type13;description13;1;precision13
system13;group13;name13;name14;type14;description14;0;precision14
system13;group13;name13;name15;type15;description15;1;precision15
system13;group13;name13;name16;type16;description16;0;precision16
system13;group13;name13;name17;type17;description17;1;precision17
system13;group13;name13;name18;type18;description18;0;precision18
system13;group13;name13;name19;type19;description19;1;precision19
system13;group13;name13;name20;type20;description20;0;precision20
system13;group13;name13;name21;type21;description21;1;precision21
system13;group13;name13;name22;type22;description22;0;precision22
system13;group13;name13;name23;type23;description23;1;precision23
system13;group13;name13;name24;type24;description24;0;precision24
system13;group13;name13;name25;type25;description25;1;precision25
system13;group13;name13;name26;type26;description26;0;precision26
system13;group13;name13;name27;type27;description27;1;precision27
system13;group13;name13;name28;type28;description28;0;precision28
system13;group13;name13;name29;type29;description29;1;precision29
system13;group13;name13;name30;type30;description30;0;precision30
system13;group13;name13;name31;type31;description31;1;precision31
system13;group13;name13;name32;type32;description32;0;precision32
system13;group13;name13;name33;type33;description33;1;precision33
system13;group13;name13;name34;type34;description34;0;precision34
system13;group13;name13;name35;type35;description35;1;precision35
system13;group13;name13;name36;type36;description36;0;precision36
system13;group13;name13;name37;type37;description37;1;precision37
system13;group13;name13;name38;type38;description38;0;precision38
system13;group13;name13;name39;type39;description39;1;precision39
system13;group13;name13;name40;type40;description40;0;precision40
system13;group13;name13;name41;type41;description41;1;precision41
system13;group13;name13;name42;type42;description42;0;precision42
system13;group13;name13;name43;type43;description43;1;precision43
system13;group13;name13;name44;type44;description44;0;precision44
system13;group13;name13;name45;type45;description45;1;precision45
system13;group13;name13;name46;type46;description46;0;precision46
system13;group13;name13;name47;type47;description47;1;precision47
system13;group13;name13;name48;type48;description48;0;precision48
system13;group13;name13;name49;type49;description49;1;precision49
system14;group14;name14;name0;type0;description0;0;precision0
system14;group14;name14;name1;type1;description1;1;precision1
system14;group14;name14;name2;type2;description2;0;precision2
system14;group14;name14;name3;type3;description3;1;precision3
system14;group14;name14;name4;type4;description4;0;precision4
system14;group14;name14;name5;type5;description5;1;precision5
system14;group14;name14;name6;type6;description6;0;precision6
system14;group14;name14;name7;type7;description7;1;precision7
system14;group14;name14;name8;type8;description8;0;precision8
system14;group14;name14;name9;type9;description9;1;precision9
system14;group14;name14;name10;type10;description10;0;precision10
system14;group14;name14;name11;type11;description11;1;precision11
system14;group14;name14;name12;type12;description12;0;precision12
